Date,Title,Time,Location,Summary,Link
2025-11-27,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-27,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-27,Thanksgiving Break; No Classes,All Day,,,https://events.cmu.edu/
2025-11-27,Thanksgiving Day (Official University Holiday),All Day,,"Carnegie Mellon’s U.S. campuses observe 11 official holidays. The university is closed on these days, and all non-essential personnel are not expected to report to work.",https://events.cmu.edu/event/25099-thanksgiving-day-official-university-holiday
2025-11-27,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-28,Heartfulness Weekly Meditation,1764337500,"Well-being Lab (Room 104), Wellness &amp; Meaning-Making Suite, First Floor, Highmark Center for Health, Wellness and Athletics",,https://events.cmu.edu/event/23790-heartfulness-weekly-meditation
2025-11-28,Day After Thanksgiving (Official University Holiday),All Day,,"Carnegie Mellon’s U.S. campuses observe 11 official holidays. The university is closed on these days, and all non-essential personnel are not expected to report to work.",https://events.cmu.edu/event/25100-day-after-thanksgiving-official-university-holiday
2025-11-28,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-28,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-28,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-28,Thanksgiving Break; No Classes,All Day,,,https://events.cmu.edu/
2025-11-28,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-29,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-29,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-29,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-29,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-11-30,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-11-30,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-11-30,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-11-30,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-01,The Experiential Learning Requirement &amp; You,1764628200,Baker Hall A36 - Adamson Wing,"Beginning with the class of 2028, Dietrich College students have to complete at least one Experiential Learning activity, engaging in goal setting and reflection.",https://events.cmu.edu/event/26154-the-experiential-learning-requirement-you
2025-12-01,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-01,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-01,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-01,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-02,Monthly Gratitude Gathering,1764694800,,"Join us for a virtual gratitude gathering on the last Tuesday of every month to pause, reflect and appreciate the goodness in our lives.",https://events.cmu.edu/event/23783-monthly-gratitude-gathering
2025-12-02,(Women’s Basketball) Otterbein vs. Carnegie Mellon,1764716400,,,https://events.cmu.edu/event/23835-womens-basketball-otterbein-vs-carnegie-mellon
2025-12-02,Here to Stay: Celebrating 40 Years at the Architecture Archives,All Day,"Hunt Library, Fourth Floor","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city.",https://events.cmu.edu/event/7307-here-to-stay-celebrating-40-years-at-the
2025-12-02,Rare Books &amp; Ancestral Machines: The Inaugural Exhibition of the Posner Center for Special Collections,All Day,Posner Center,"This exhibition inaugurates University Libraries’ newly renovated Posner Center, surveying its collections and tracing more than four centuries of scientific inquiry and learning.",https://events.cmu.edu/event/26118-rare-books-ancestral-machines-the-inaugural
2025-12-02,Room to Imagine: 125 Years of Carnegie Mellon University,All Day,Hunt Library Gallery,"This immersive exhibit celebrates 125 years of CMU students, faculty and staff who turned their imagination into reality.",https://events.cmu.edu/event/25250-room-to-imagine-125-years-of-carnegie-mellon
2025-12-02,The Art and Science of Rafael Lucas Rodríguez Caballero,All Day,"Hunt Institute for Botanical Documentation, 5th Floor, Hunt Library","This exhibition at the Hunt Institute for Botanical Documentation celebrates the extraordinary life and work of Rafael Lucas Rodríguez Caballero, Costa Rican botanist, artist and educator.",https://events.cmu.edu/event/14670-the-art-and-science-of-rafael-lucas-rodriguez
2025-12-03,Civil Treatment for Employees,1764770400,,The Civil Treatment for Employees virtual training program simulates realistic workplace scenarios offering insights and practical skills relevant to your organization’s success.,https://events.cmu.edu/event/22334-civil-treatment-for-employees
2025-12-03,"Libraries Workshop: Breathe, Reset, and Connect with Your Heart [Virtual]",1764781200,Online,,https://events.cmu.edu/event/24872-libraries-workshop-breathe-reset-and-connect-with
2025-12-03,Paws to Relax: Weekly Pet Therapy Program,1764804600,"Well-being Lab (Room 104), Wellness &amp; Meaning-Making Suite, First Floor, Highmark Center for Health, Wellness and Athletics","Volunteers through Animal Friend’s Therapet program will join us on Wednesdays, from 6:30-7:30 p.m., to offer some friendly dog companions for the hour.",https://events.cmu.edu/event/23778-paws-to-relax-weekly-pet-therapy-program
