,Dealer or Individual?,Price,Year,Location,Mileage,Doors,Color,Engine,Description,Web Link
134,0,18122.0,2018,Wexford,95723.0,4,Black,4,"Leather seating, Heated seats, Rear Back up camera, Safety is our highest priority using a 120-point check list, request to see the repair order., Passed and we completed a new PA state safety and emission inspection, Black w/Leather-Trimmed Seats. Priced below KBB Fair Purchase Price!   Awards: * JD Power Automotive Performance, Execution and Layout (APEAL) Study * ALG Residual Value Awards, Residual Value Awards * NACTOY 2018 North American Car of the Year * 2018 KBB.com Brand Image Awards * 2018 KBB.com 10 Most Awarded Brands Kelley Blue Book Brand Image Awards are based on the Brand Watch(tm) study from Kelley Blue Book Market Intelligence. Award calculated among non-luxury shoppers. For more information, visit www.kbb.com. Kelley Blue Book is a registered trademark of Kelley Blue Book Co., Inc.  Baierl Chevrolet is very proud to offer this terrific 2018 Honda Accord in Crystal Black Pearl. Located in Wexford PA, this vehicle has been through our factory trained service department, we completed a comprehensive quality inspection with safety as our highest priority using a 120-point check list. Every vehicle has a fresh oil and filter change, new wiper blades, new engine air filter, new cabin air filter and comes with the assurance that we have thoroughly checked every vehicle for your safety and confidence. This quality pre-owned vehicle comes with the following features: Please stop by and check out our HUGE inventory of Pre-Owned cars and trucks. We would be honored to have you as a Baierl Chevrolet customer and a part of our family. Here at Baierl we are Driven to be Better. Our Chevy dealership has been serving the Wexford area for years, along with nearby communities such as Pittsburgh and Cranberry Township. In the process of doing so, weâ??ve formed strong and long-lasting relationships with local customers and businesses across the region. We pride ourselves on the connections weâ??ve made and the valued place weâ??ve earned in the community. Selling cars is one thing, but it wouldnâ??t happen without building trusting relationships from the ground up first. We strive to do our part and support events and initiatives across the local community. Baierl Chevrolet is here for you. The safety and the well-being of our guests and employees is the #1 priority. We want you to feel confident when servicing with us, therefore, we would like to update you on our temporary action plan amid this time period. Our Team is here and ready to assist with all your needs. Some of our Pre-Owned vehicles may be subject to unrepaired safety recalls. Check for a vehicleâ??s unrepaired recalls by VIN at http://vinrcl.safercar.gov/vin/",https://www.carfax.com/vehicle/1HGCV1F57JA073807
135,0,12775.0,2017,"St George, UT",179740.0,4,Lunar Silver Metallic,Gas/Electric I-4 2.0 L/122,"2.0L 4-Cylinder DOHC 16V i-VTEC.49/47 City/Highway MPG**Discover the Ultimate Automotive Experience Welcome to Stephen Wade Honda/Mazda, where quality, affordability, and exceptional customer care create an unmatched car-buying journey. We specialize in a premier selection of pre-owned vehicles at unbeatable prices, ensuring a smooth and enjoyable experience. Here’s why you’ll love shopping with us: **Unbeatable Pricing**: Our team diligently monitors the national market to keep our prices competitive, allowing you to drive away with confidence and savings. **Expert Guidance**: Our knowledgeable sales team is here to support you at every step. We listen to your needs and work within your budget, making your dream vehicle a reality without any hassle. **Exclusive Wade Low Price Pricing**: Unlock special rates by financing your pre-owned vehicle through our dealership! If you choose to pay in cash or use alternative financing, 3% will apply to the sales price. The price for this vehicle as equipped does not include charges such as: License, Title, Registration Fees, State or Local Taxes, Finance Charges, Optional Credit Insurance, Physical Damage of Liability Insurance, and Documentary Service Fee of $499.00, OR IKON GPS REGISTRATION of $699.00 ANY AND ALL DIFFERENCES MUST BE ADDRESSED PRIOR TO THE SALE OF THIS VEHICLE. **The Pre-Owned Promise**: We stand behind the quality of our vehicles. Each pre-owned car undergoes thorough inspection and reconditioning, guaranteeing your satisfaction. **Transparent Vehicle History Reports**: Trust is essential! We provide detailed vehicle history reports upon request, ensuring peace of mind with every purchase. Ready to enhance your driving experience? Connect with our friendly sales team at **435-634-4400** or our knowledgeable Internet sales specialists at **435-705-9053** to schedule your test drive or learn more about our exciting inventory. Your perfect ride is waiting at Stephen Wade Honda/Mazda!Awards:* 2017 KBB.com Brand Image Awards * 2017 KBB.com 10 Most Awarded BrandsKelley Blue Book Brand Image Awards are based on the Brand Watch(tm) study from Kelley Blue Book Market Intelligence. Award calculated among non-luxury shoppers. For more information, visit www.kbb.com. Kelley Blue Book is a registered trademark of Kelley Blue Book Co., Inc.To see more quality vehicles like this one right here just click on https://www.stephenwadehonda.com/ or dial 435-634-4465.",https://www.stephenwadehonda.com/viewdetails/used/jhmcr6f74hc022764/2017-honda-accord-hybrid-4dr-car?type=finance
136,0,26590.0,2021,"Bridgeville, PA",31056.0,4,black,"4-Cyl, i-VTEC, Turbo, 1.5 Liter",it has no reported accidents and the original warranty still active,https://www.carvana.com/vehicle/3824208?refSource=srp
137,0,15991.0,2017,,72363.0,4,White Orchid Pearl,Gas,LX 4dr Sedan (2.4L 4cyl CVT),https://www.edmunds.com/honda/accord/2017/vin/1HGCR2F3XHA075263/?radius=50
138,0,23395.0,2020,,78788.0,4,Platinum White Pearl ,"     1.5L I-4 gasoline direct injection, DOHC, i-VTEC variable valve ", Convenience          Adaptive Cruise Control         Keyless Entry         Keyless Start  Entertainment          Android Auto®         Apple CarPlay®         Bluetooth®         USB Port  Exterior          Alloy Wheels  Safety          Automatic Emergency Braking         Backup Camera         Brake Assist         LED Headlights         Lane Departure Warning         Stability Control  Seating          Leather Seats,https://www.cars.com/vehicledetail/48b7276a-0880-411b-b7ba-cb9ec9716c28/
139,0,20957.0,2021,Monroeville,84566.0,4,Black,4,Null,https://www.carfax.com/vehicle/1HGCV1F58MA092757
140,0,35000.0,2024,"St George, UT",8.0,4,Modern Steel Metallic,Gas/Electric I-4 2.0 L/122,"2.0L 16V DOHC.51/44 City/Highway MPGOdometer is 12239 miles below market average!CARFAX One-Owner.**Discover the Ultimate Automotive Experience Welcome to Stephen Wade Honda/Mazda, where quality, affordability, and exceptional customer care create an unmatched car-buying journey. We specialize in a premier selection of pre-owned vehicles at unbeatable prices, ensuring a smooth and enjoyable experience. Here’s why you’ll love shopping with us: **Unbeatable Pricing**: Our team diligently monitors the national market to keep our prices competitive, allowing you to drive away with confidence and savings. **Expert Guidance**: Our knowledgeable sales team is here to support you at every step. We listen to your needs and work within your budget, making your dream vehicle a reality without any hassle. **Exclusive Wade Low Price Pricing**: Unlock special rates by financing your pre-owned vehicle through our dealership! If you choose to pay in cash or use alternative financing, 3% will apply to the sales price. The price for this vehicle as equipped does not include charges such as: License, Title, Registration Fees, State or Local Taxes, Finance Charges, Optional Credit Insurance, Physical Damage of Liability Insurance, and Documentary Service Fee of $499.00, OR IKON GPS REGISTRATION of $699.00 ANY AND ALL DIFFERENCES MUST BE ADDRESSED PRIOR TO THE SALE OF THIS VEHICLE. **The Pre-Owned Promise**: We stand behind the quality of our vehicles. Each pre-owned car undergoes thorough inspection and reconditioning, guaranteeing your satisfaction. **Transparent Vehicle History Reports**: Trust is essential! We provide detailed vehicle history reports upon request, ensuring peace of mind with every purchase. Ready to enhance your driving experience? Connect with our friendly sales team at **435-634-4400** or our knowledgeable Internet sales specialists at **435-705-9053** to schedule your test drive or learn more about our exciting inventory. Your perfect ride is waiting at Stephen Wade Honda/Mazda!To see more quality vehicles like this one right here just click on https://www.stephenwadehonda.com/ or dial 435-634-4465.",https://www.stephenwadehonda.com/viewdetails/used/1hgcy2f68ra088530/2024-honda-accord-hybrid-4dr-car?type=finance
141,0,23559.0,2022,Monroeville,38915.0,4,Gray,4,Null,https://www.carfax.com/vehicle/1HGCV1F39NA052381
142,0,19990.0,2018,"1043 N Front St Philadelphia, PA 19123",3038.0,4,Gray,"4-Cyl, i-VTEC, Turbo, 1.5 Liter",WHY YOU’LL LOVE THIS ACCORD Key Features  Entertainment and technology Hands Free Calling  Safety and security Active Lane Keep Assistance Adaptive Cruise Control Automatic Emergency Braking Collision Detection Lane Departure Warning Rear View Camera  Wheels and tires Alloy Wheels,https://www.carvana.com/vehicle/lt/3643523?store=Carvpit&utm_source=google&utm_medium=vla&utm_campaign=20420295754&utm_content=&utm_target=&utm_creative=&utm_device=c&utm_adposition=&utm_location=9005925&gad_source=1&gad_campaignid=20420313313&gbraid=0AAAAADdUw5pvtzvJWolUjZ8l_92qFjEWI&gclid=Cj0KCQjw_L_FBhDmARIsAItqgt6hVk3uUsVlbr3EzDRvMInKqkUUZqAQ2EC7qhLgPlf6WYwN4iJQvuEaAgsQEALw_wcB
143,0,20990.0,2018,"Bridgeville, PA",69209.0,4,Blue,"4-Cyl, i-VTEC, Turbo, 1.5 Liter","It has the remote start function, and has no reported accident",https://www.carvana.com/vehicle/3772481?refSource=srp
144,0,8500.0,2008,Springdale,108742.0,4,White,6,Leather Heated Front Bucket Seats. Sunroof. Honda Satellite-Linked Navigation System. Dual-Zone Automatic Climate Control. Premium Sound System includes 7 Speakers W/Subwoofer. Keyless entry. Visit Citywide Auto Sales at 640 Pittsburgh St. Springdale PA 15144 to shop our great deals. You can also contact us by calling 412-407-2421 to schedule your test drive today.,https://www.carfax.com/vehicle/1HGCP36868A024107
145,0,4900.0,2009,Coraopolis,205205.0,4,Green,6,"Priced below KBB Fair Purchase Price! CARFAX One-Owner. PRE AUCTION AS IS VEHICLE, 17"" Alloy Wheels, Automatic Climate Control, BOSE PREMIUM AUDIO, Heated Front Bucket Seats, Integrated Front Fog Lights, Leather-Trimmed Seat Trim, Power Tilt/Slide Moonroof. 19/29 City/Highway MPG  Mystic Green Metallic 2009 Honda Accord EX-L 3.5 FWD 3.5L V6 SOHC i-VTEC 24V 5-Speed Automatic with Overdrive  Fresh Arrival. Call for more details.   Our goal is to provide our customers the best value when they choose one of our quality pre-owned vehicles. We use the power of Kelley Blue Book, CARFAX, and Autotrader to set a great low price on your favorite pre-owned vehicle.  Awards: * 2009 KBB.com Best Resale Value Awards For more information, visit www.kbb.com. Kelley Blue Book is a registered trademark of Kelley Blue Book Co., Inc.",https://www.carfax.com/vehicle/1HGCP36809A029725
146,0,20590.0,2017,"Bridgeville, PA",65684.0,4,Black,"4-Cyl, i-VTEC, 2.4 Liter","It has a single owner, and the annual mileage is low, only 9,000 miles",https://www.carvana.com/vehicle/3834509?refSource=srp
147,0,16786.0,2015,Honda South Hills,67576.0,4,Modern Steel Metallic,Modern Steel Metallic,"Modern Steel Metallic exterior and Black interior. Sunroof, CD Player, Bluetooth®, Alloy Wheels, Back-Up Camera, iPod/MP3 Input.  SERVICE COMPLETED Service Work completed on this Honda Accord included: Complete Multi-Point Inspection, Oil & Filter Change by a Factory Trained Technicians, Battery Voltage Test, Tires Inspected, Brake Inspection, Emissions System Check, Professional Detailed Inside and Out, Function Test all Lights, Check the Complete Exhaust System, Cooling System Inspection, Transmission Fluid Inspection, Differential Fluid Inspection, Function Test all Options & Accessories.  KEY FEATURES INCLUDE Sunroof, Back-Up Camera, iPod/MP3 Input, Bluetooth®, CD Player. Honda EX with Modern Steel Metallic exterior and Black interior features a 4 Cylinder Engine with 185 HP at 6400 RPM*.  EXPERTS RAVE Edmunds.com explains Both front and rear occupants will find plenty of legroom and shoulder room. The sedans backseat is one of the best in this class, thanks to its combination of space and comfort..  PRICED TO MOVE This Accord is priced $800 below J.D. Power Retail.  SHOP WITH CONFIDENCE CARFAX 1-Owner  Pricing analysis performed on 8/21/2025. Horsepower calculations based on trim engine configuration. Please confirm the accuracy of the included equipment by calling us prior to purchase.",https://www.cochran.com/inventory/1HGCR2F78FA188841/?store=%231Cochran&cars_ad_id=&cars_channel=vehiclelisting&cars_platform_account_id=8973354294&cars_platform=google&cars_fuel_id=5292&gaw_ad_group_id=&gaw_campaign_id=20521495854&gad_source=1&gad_campaignid=20364732953&gbraid=0AAAAAo8PRz9VzLtkJou4VvlTF3560bcMn&gclid=Cj0KCQjw_L_FBhDmARIsAItqgt6MXPSg5X-zLmJPAbiT1KRSJPqEtuhmN1WYDbbU9GbH4fL66n-yqscaAoZYEALw_wcB
148,0,20600.0,2022,"San Jose, CA",78400.0,4,Still Night Pearl,Intercooled Turbo Regular Unleaded I-4 1.5 L,"This DGDG Premium 2022 Honda Accord Sport with one previous owner and 78,400 miles was inspected and reconditioned by our service team. Reconditioned items on this Accord include: a fresh oil and filter change, a new engine air filter, a new cabin air filter and new wiper blades. Experience car-buying peace of mind—DGDG Premium Used Cars include a 12-month/12,000-mile limited vehicle service contract (see dealer for copy.)  Vehicle Features: FWD Intercooled Turbo Regular Unleaded I-4 1.5 L Variable, AM/FM radio, Radio: 180-Watt AM/FM Audio System, Air Conditioning, Front dual zone A/C, Remote keyless entry, Dual front impact airbags, Dual front side impact airbags, Forward collision: Collision Mitigation Braking System (CMBS) + FCW mitigation, Lane Departure Warning System, Exterior Parking Camera Rear, Auto High-beam Headlights, Front fog lights, Fully automatic headlights, Panic alarm, Adaptive Cruise Control: Adaptive Cruise Control (ACC) with Low-Speed Follow, Power door mirrors, Apple CarPlay/Android Auto, Driver door bin, Leather steering wheel, Front Bucket Seats, Split folding rear seat, Alloy wheels, Speed-Sensitive Wipers.",https://www.stevenscreekmazda.com/inventory/used-2022-honda-accord-sport-fwd-4dr-car-1hgcv1f37na057398/
